1,-101,9,1026.9,21.53,21.11,8.78,-13.0,53.461156333,-1.259457,1.3,1.3,2.90331506729
0
0
0
0
1,-98,9,1026.9,21.54,21.13,8.78,-13.0,53.461131667,-1.259450833,2.7,2.7,7.21168398857
1,-98,6,1026.9,21.54,21.13,8.77,-13.1,53.461130333,-1.259449167,2.7,2.7,8.32211899757
1,-98,0,1026.9,21.54,21.13,8.78,-13.0,53.4611295,-1.259441167,2.7,2.7,9.48304510117
0
1,-98,3,1026.9,21.54,21.14,8.74,-13.1,53.461132333,-1.259408333,2.7,2.7,11.7223889828
1,-100,5,1026.9,21.56,21.15,8.73,-13.1,53.461131167,-1.259405167,2.7,2.7,12.8742549419
1,-98,8,1026.9,21.56,21.15,8.73,-13.1,53.461133167,-1.2593985,2.7,2.7,14.0323431492
1,-96,8,1026.9,21.57,21.16,8.71,-13.1,53.461137,-1.259396,1.3,1.3,15.124559164
1,-96,6,1026.9,21.57,21.16,8.71,-13.1,53.461144667,-1.259378333,1.3,1.3,16.2866401672
1,-96,9,1026.9,21.58,21.16,8.69,-13.1,53.461152,-1.259359167,1.3,1.3,17.3915770054
1,-97,10,1026.9,21.57,21.17,8.66,-13.2,53.461155,-1.259344167,1.3,1.3,18.5406479836
1,-95,8,1026.9,21.58,21.17,8.68,-13.2,53.461157167,-1.259342167,1.3,1.3,19.686052084
1,-98,10,1026.9,21.57,21.17,8.69,-13.1,53.461160667,-1.259337167,1.3,1.3,20.8331720829
1,-97,10,1026.9,21.56,21.17,8.73,-13.1,53.461160833,-1.259339,2.7,2.7,21.9267690182
1,-98,10,1026.9,21.57,21.17,8.74,-13.1,53.461162,-1.259331333,2.7,2.7,23.0628919601
0
1,-97,10,1026.9,21.56,21.17,8.73,-13.1,53.461158333,-1.25933,2.6,2.6,25.3622250557
0
1,-97,10,1026.9,21.56,21.18,8.73,-13.1,53.461151333,-1.259336833,1.3,1.3,27.6321120262
1,-98,10,1026.9,21.56,21.18,8.74,-13.1,53.461145333,-1.259351167,1.3,1.3,28.7476940155
1,-100,10,1026.9,21.56,21.18,8.74,-13.1,53.461140167,-1.259360833,1.3,1.3,29.9004220963
1,-96,10,1026.9,21.56,21.18,8.76,-13.1,53.4611415,-1.2593705,1.3,1.3,30.9974229336
0
1,-97,11,1026.9,21.54,21.18,8.77,-13.1,53.461140667,-1.259366667,1.6,1.6,33.2773840427
1,-100,9,1026.9,21.53,21.18,8.77,-13.1,53.461142,-1.259359333,1.6,1.6,34.423112154
1,-98,8,1026.9,21.54,21.18,8.78,-13.0,53.461141667,-1.259355167,1.6,1.6,35.5722000599
1,-96,8,1026.9,21.54,21.18,8.83,-13.0,53.461146,-1.259344833,1.6,1.6,36.6677269936
1,-97,10,1026.9,21.53,21.18,8.86,-12.9,53.461147333,-1.2593425,1.6,1.6,37.8237130642
1,-98,10,1026.8,21.54,21.18,8.89,-12.9,53.461152167,-1.259330833,1.6,1.6,38.9335310459
0
1,-98,10,1026.9,21.53,21.18,8.91,-12.9,53.461163667,-1.259309167,1.6,1.6,41.2121300697
1,-98,8,1026.9,21.54,21.18,8.92,-12.8,53.461168,-1.259297,1.6,1.6,42.3347361088
0
1,-96,8,1026.9,21.54,21.18,8.95,-12.8,53.461180167,-1.2592655,1.3,1.3,44.6014120579
1,-98,9,1026.9,21.56,21.18,8.98,-12.7,53.461181833,-1.259259833,1.3,1.3,45.760228157
1,-98,11,1026.9,21.56,21.18,8.98,-12.7,53.461183833,-1.25923,1.3,1.3,46.8698120117
1,-98,10,1026.9,21.56,21.18,8.99,-12.7,53.461194833,-1.259206,1.3,1.3,48.0419509411
1,-98,10,1026.9,21.57,21.18,8.99,-12.7,53.4611965,-1.2591915,1.6,1.6,49.1619870663
